ID,Research Group,Contributors,Year,Expr1,Date,Time,Sreg2,Reg2#, Narative Location,Dec Lat,Dec Long,QL#,QR#,QF#,Photographer 1,Roll 1,Frames 1,Best Left,Best Right,Best Fluke,Comment
178,NMML,,2008,10,10/28/2008,8:44,SJF,7,E Bullman,48.3503,-124.5233,2,2,,Merrill Gosho,EROct_PJG/10-28-2008,178-236,DSC_0218,DSC_0234,,"Previously ER D and ER Y, now reconciled"
178,NMML,,2008,10,10/29/2008,5:32,SJF,7,W Bullman Beach,48.3546,-124.5416,,1,,Merrill Gosho,EROct_PJG/10-29-2008,177-216,,DSC_0182,,
178,NMML,,2008,10,10/29/2008,5:58,SJF,7,Bullman offshore,48.3581,-124.5403,2,,,Merrill Gosho,EROct_PJG/10-29-2008,,DSC_0299,,,
178,NMML,,2008,10,10/30/2008,7:19,SJF,7,"Snow Cr, off",48.3593,-124.5391,2,,,Merrill Gosho,EROct_PJG/10-30-2008,122-166,DSC_0129,,,
178,MAKAH-NMML,,2009,9,9/15/2009,13:08,NWA,6,Umatilla,48.1845,-124.7875,1,1,2,Jeff Harris,NOAA,20090915-NOAA_789-,MAKAH-NMML-20090915-JH-DSC_0818.jpg,MAKAH-NMML-20090915-JH-DSC_0801.jpg,MAKAH-NMML-20090915-JH-DSC_0810.jpg,
178,NMML,,2009,8,8/18/2009,14:53,NWA,6,WA Outer Coast,48.1166,-124.7223,2,1,,Merrill Gosho,2009-08-18NB-Er-MG,136-147,NMML-20090818-MG-0139.jpg,NMML-20090818-MG-0147.jpg,,
178,NMML,,2013,8,8/2/2013,17:09,NWA,6,South of Green Bank,48.3415,-124.7023,3,2,,Pat Gearin,2013-8-2-ER-NEAH BAY-PJG,43-86,20130802-NMML-0050.jpg,20130802-NMML-0072.jpg,,
178,MAKAH-NMML,,2013,6,6/28/2013,18:04,NWA,6,Makah Bay,48.3011,-124.6703,,2,,Jonathan Scordino,D200,20130628_D200_4431-20130628_D200_4484,,20130628_D200_4465.jpg,,-Sighting Comments: Cruising by sighting to get total count of whales. Not all in same area of Makah Bay. At least two whales inside at Secret Beach that there are no good pictures of. Assumed to be same sighting as earlier in the day. One whale is new- w
178,MAKAH-NMML,,2013,6,6/28/2013,10:34,NWA,6,Makah Bay,48.3178,-124.6781,,1,,Jonathan Scordino,D200,20130628_D200_4085-20130628_D200_4349,,20130628_D200_4260.jpg,,"-Sighting Comments: Believe that this sighting was of two Mc pairs. One pair was CRC 92 and Calf3. Calf3 was a very small whale, but no head photographs are available to look for other clues. Calf3 was not extensively photographed in part due to survey co"
178,MAKAH-NMML,,2013,8,8/7/2013,16:39,NWA,6,Mad Bear Rock,48.3153,-124.674,1,1,,Adrianne Akmajian,D200,20130807_D200_5930-20130807_D200_5948,20130807_D200_5946.jpg,20130807_D200_5948.jpg,,
178,MAKAH-NMML,,2013,11,11/14/2013,16:12,SJF,7,Bullman/East Seal and Sail,48.3583,-124.54,3,,,Adrianne Akmajian,AMA,20131114_AMA_3503-20131114_AMA_3629,20131114_MG_110.jpg,20131114_AMA_3625.jpg,,"  -ID Comments: PQ ALIE-Sorry photos are so dark, I tried to lighten cropped ones. MG frames are included even if not good photos because I want Merrill to know which of his photos are which whale."
180,NMML,,1997,6,6/12/1997,,SJF,7,0,48.351,-124.5501667,,,,MG,1,1-3,,,,
180,NMML,,1997,7,7/1/1997,14:37,SJF,7,0,48.33416667,-124.4846667,,,,MG,5,19-,,,,
180,NMML,,1997,7,7/17/1997,11:11,SJF,7,0,48.334,-124.4845,,,,MG,7,14-,,,,
180,NMML,,1997,7,7/17/1997,14:26,SJF,7,0,48.35116667,-124.5178333,,,,MG,7,30-,,,,
180,NMML,,1997,6,6/20/1997,11:30,SJF,7,0,48.38383333,-124.5843333,,,,PJG,3,14-,,,,
180,NMML,,1997,7,7/14/1997,17:31,SJF,7,0,48.36666667,-124.5345,,,,PJG,7,13-,,,,
180,NMML,,1997,7,7/16/1997,14:38,SJF,7,0,48.3175,-124.4513333,,,,PJG,"7,8",28-,,,CRC-ER-0180F.jpg,
185,NMML,,1999,6,6/30/1999,,SVI,10,0,48.71533333,-125.0556667,2,2,,MG,6,01-37,,,,
185,NMML,,1999,8,8/7/1999,10:30,WVI,11,SIWASH COVER,49.25,-126.1666667,2,1,,MG,12,15-27,,,,
185,NMML,,1999,8,8/26/1999,,SJF,7,E. BULLMAN BEACH,48.33333333,-124.5,3,1,,PJG,8,06-19,,,,Added late
185,NMML,,1999,10,10/4/1999,,SJF,7,THIRD BEACH,48.36666667,-124.5666667,1,1,,PJG,13,08-23,,,,
185,NMML,,1999,10,10/14/1999,,SJF,7,OFF SAIL RIVER,48.35,-124.55,2,,,MG,31,18-34,,,,Added late
185,NMML,,1999,10,10/19/1999,,SJF,7,SAIL ROCK & RASMUSSEN,48.35,-124.5166667,,3,,PJG,14,11-15,,,,Added late
185,NMML,NMML,1996,8,8/23/1996,10:40,NWA,6,0,48.3015,-124.7,,,,PG,1,11-,,,,NMML
185,NMML,,1997,7,7/1/1997,11:47,SJF,7,0,48.35116667,-124.5345,,,,MG,4,1-2,,,,
185,NMML,,1997,8,8/18/1997,10:34,SJF,7,0,48.36716667,-124.5668333,,,,MG,15,21-,,,,
185,NMML,,1997,9,9/8/1997,15:18,SJF,7,0,48.35116667,-124.5346667,,,,MG,22,30-,,,,
185,NMML,,1997,9,9/28/1997,16:19,SJF,7,0,48.351,-124.55,,,,MG,25,1-5,,,,
185,NMML,,1997,9,9/29/1997,13:13,SJF,7,0,48.35066667,-124.5345,,,,MG,25,22-,,,,
185,NMML,,1997,9,9/29/1997,14:38,SJF,7,0,48.3515,-124.5346667,,,,MG,26,2-7,,,,
185,NMML,,1997,9,9/29/1997,15:18,SJF,7,0,48.35116667,-124.5503333,,,,MG,26,8-1,,,,
185,NMML,,1997,6,6/20/1997,10:52,SJF,7,0,48.35116667,-124.5338333,,,,PJG,3,1-1,,,,
185,NMML,,1997,8,8/16/1997,11:03,NWA,6,0,48.3675,-124.7333333,,,,PJG,9,1-1,,,,
185,NMML,,1997,9,9/20/1997,13:45,SJF,7,0,48.35116667,-124.5341667,,,,PJG,12,22A,,,,
185,MAKAH-NMML,,2011,5,5/18/2011,10:25,NWA,6,,48.1765,-124.7515,1,1,3,Adrianne Akmajian,D70,20110518_D70_1213_20110518_D70_1250,,MAKAH-NMML-20110518_D70_1249.jpg,MAKAH-NMML-20110518_MG_94.jpg,
185,MAKAH-NMML,,2011,5,5/18/2011,11:00,NWA,6,,48.1741,-124.7461,1,1,,Adrianne Akmajian,D70,20110518_D70_1251_20110518_D70_1262,,MAKAH-NMML-20110518_D70_1257.jpg,,
185,MAKAH-NMML,,2012,9,9/26/2012,11:53,NWA,6,Shi Shi,48.2751,-124.6961,2,1,,Adrianne Akmajian,D70,20120926_D70_3445_20120926_D70_3479,20120926_D70s_4195.jpg,20120926_D70_3448.jpg,,
185,MAKAH-NMML,,2014,6,6/18/2014,12:13,NWA,6,Offshore Anderson Head,48.293,-124.6963,3,1,3,Adrianne Akmajian,AMA,20140618_AMA_2970-20140618_AMA_2981,20140618_AMA_2974.jpg,20140618_AMA_2980.jpg,20140618_AMA_2975.jpg,
186,NMML,,2001,6,6/28/2001,,SVI,10,Cape Beale,48.77416667,-125.2036667,2,1,,MG,"11,12,13","23-E,1-E,1-E",,,,
186,NMML,,2000,9,9/23/2000,,SVI,10,Pachena Bay/Seabird Rocks,48.75,-125.1511667,,1,,PJG,7,1-3,,,,
186,NMML,,2000,8,8/19/2000,16:22,WVI,11,"Inner Bajo Reef, W end of",49.6055,-126.8588333,1,2,,MG,15/16,"1-37,1-37",,,,
186,NMML,,2000,8,8/18/2000,15:38,WVI,11,Estevan Point and then Perez Rocks,49.37066667,-126.5378333,,2,,MG,13,1-37,,,,
186,NMML,,1999,8,8/13/1999,,WVI,11,SO. OF ESCALANTE ROCKS,49.50266667,-126.5826667,1,,,MG,26,05A-21A,,,,
186,NMML,N,1998,7,7/1/1998,,SVI,10,off Klanawa River,48.7,-124.9666667,3,2,,PG,R5,"03,05",,,,
186,NMML,N,1998,7,7/1/1998,,SVI,10,Tsusiat Falls,48.684,-124.9176667,2,2,,PG,R4,20-33,,,,
186,NMML,NMML,1996,7,7/27/1996,16:32,SVI,10,0,48.6675,-124.8503333,,,,MG,3,01-,,,,NMML
187,NMML,,2001,8,8/9/2001,,SVI,10,Starlight Rf,48.87783333,-125.4866667,1,1,,MG,"25,26","20-37,1-37",,,,
187,NMML,,2001,6,6/28/2001,,SVI,10,Cape Beale,48.77416667,-125.2036667,2,1,,MG,"11,12,13","23-E,1-E,1-E",,,,
187,NMML,,2000,9,9/23/2000,,SVI,10,Klanawa River,48.7,-124.9508333,1,,,PJG,7,23-31,,,,
187,NMML,,2000,8,8/17/2000,16:10,SVI,10,Cape Beale,48.78166667,-125.2228333,2,,,MG,12,15-28,,,,
187,NMML,,1999,7,7/23/1999,,SVI,10,2 MI. W OF NITINAT,48.66666667,-124.8333333,2,2,,PJG,2,01-36,,,,
187,NMML,,1999,8,8/4/1999,16:19,SVI,10,0,48.69883333,-124.9653333,2,,,MG,9,01-22,,,,
187,NMML,,1999,8,8/4/1999,15:09,SVI,10,0,48.68866667,-124.9398333,2,2,,MG,"7,8","22-37,01-37",,,,
187,NMML,,1999,9,9/12/1999,,WVI,11,2 MI. NW OF SPLIT CAPE,49.46666667,-126.5833333,3,1,,PJG,10,35A-36A,,CRC-ER-0187RM.jpg,,
187,NMML,N,1998,7,7/24/1998,,NWA,6,Portage Head,48.28366667,-124.6841667,2,2,,MG,3,24A-33A,,,,
187,NMML,N,1998,7,7/30/1998,,NWA,6,Mad Bear Reef-Makah Bay,48.3015,-124.6676667,3,2,,PG,8,"27,30",,,,
187,NMML,N,1998,8,8/6/1998,,NWA,6,Greenbank,48.35,-124.7,3,3,,PG,R9,"01,02",,,,
187,NMML,N,1998,8,8/16/1998,,NWA,6,Portage Head,48.284,-124.6841667,3,2,,MG,4,"24,27",,,,
187,NMML,N,1998,9,9/5/1998,,NWA,6,NW of Cooke Rock,48.23416667,-124.7166667,1,2,3,MG,"8,9","30A-36A,09-36",,,CRC-ER-0187F.jpg,
187,NMML,N,1998,9,9/6/1998,,NWA,6,Portage Head,48.284,-124.684,2,3,3,MG,10,18-25,,,,
187,NMML,N,1998,9,9/19/1998,,NWA,6,Mad Bear Reef-Makah Bay,48.3015,-124.6676667,1,,,MG,13,"14,19",,,,
187,NMML,N,1998,10,10/16/1998,,NWA,6,Cooke Rock,48.23333333,-124.701,3,,,PG,15,32,,,,
187,NMML,N,1998,10,10/21/1998,,NWA,6,S of Father and Son,48.20066667,-124.7008333,,3,,MG,14,35,,,,
187,NMML,N,1998,11,11/18/1998,,NWA,6,Bodelteh-Ozette Is.,48.16716667,-124.7506667,,2,,MG,17,31,,,,
187,NMML,N,1998,8,8/31/1998,,SJF,7,Shipwreck,48.31666667,-124.4341667,2,2,,PG,10,"32,34",,,,
187,NMML,NMML,1996,6,6/13/1996,11:29,SJF,7,0,48.35,-124.5175,,,,BH,1,05-,,,,NMML
187,NMML,NMML,1996,8,8/5/1996,9:54,SJF,7,0,48.35033333,-124.5346667,,,,MG,4,01-,,,,NMML
187,NMML,NMML,1996,8,8/27/1996,15:17,NWA,6,0,48.3015,-124.7,,,,MG,6,32-,,,,NMML
187,NMML,,1997,8,8/1/1997,14:20,SJF,7,0,48.38383333,-124.7006667,,,,MG,10,1-E,,,,
187,NMML,,1997,8,8/28/1997,14:57,NWA,6,0,48.15133333,-124.7505,,,,MG,18,3-E,,,,
187,NMML,,1997,9,9/20/1997,16:46,SJF,7,0,48.2845,-124.3513333,,,,MG,23,31-,,,,
187,NMML,,1997,7,7/12/1997,16:25,NWA,6,0,48.15016667,-124.7345,,,,PJG,6,30-,,,,
187,NMML,,1997,9,9/20/1997,15:36,SJF,7,0,48.301,-124.3678333,,,,PJG,12,24A,,,,
191,NMML,MG,2003,6,6/25/2003,8:40,SJF,7,"Slant rk., East",48.395,-124.6788333,1,2,,MG,2,1-19,,,,Big & little ER
192,NMML,,2001,7,7/6/2001,,SVI,10,Tsisiat Fls,48.68483333,-124.9283333,2,3,2,MG,"15,16","25-E,1-29",,,,
192,NMML,,2001,6,6/28/2001,,SVI,10,Klanawa Rv mouth,48.7025,-124.9961667,,1,,MG,9,1-E ,,,,
192,NMML,,2000,8,8/17/2000,15:31,SVI,10,"Pachena Bay, outside rocks",48.75066667,-125.1618333,,1,,MG,12,1-14,,,,
192,NMML,,1999,6,6/30/1999,,SVI,10,0,48.71533333,-125.0556667,2,1,3,MG,6,01-37,,,,
192,NMML,,1999,7,7/23/1999,,SVI,10,0,48.70816667,-125.0115,1,1,,PJG,3,01-13,,,,
192,NMML,,1999,8,8/4/1999,18:15,SVI,10,EAST OF PACHENA POINT,48.71416667,-125.0506667,2,2,,MG,11,22-36,,,,
192,NMML,N,1998,9,9/5/1998,,NWA,6,NW of Cooke Rock,48.23416667,-124.7166667,2,1,2,MG,"8,9","35A,02-30",,,,
192,NMML,N,1998,9,9/5/1998,,NWA,6,Father and Son,48.21766667,-124.7011667,2,2,,MG,10,"02,09",,,,
192,NMML,N,1998,9,9/6/1998,,NWA,6,Cooke Rock,48.23333333,-124.701,2,,1,MG,"10,11","29,33,10",,,,
192,NMML,N,1998,9,9/15/1998,,NWA,6,Cooke Rock,48.23333333,-124.701,2,3,3,MG,"11,12","04,26A-34A",,,,
192,NMML,N,1998,9,9/15/1998,,NWA,6,Father and Son,48.21766667,-124.7011667,2,3,,MG,12,"15A,20A",,,,
192,NMML,N,1998,9,9/16/1998,,NWA,6,S. Father and Son,48.21666667,-124.7,2,2,,MG,13,11-13,,,,
192,NMML,N,1998,10,10/21/1998,,NWA,6,Bodelteh-Ozette Is.,48.16666667,-124.75,3,3,,MG,15,"13,21",,,,
192,NMML,N,1998,7,7/1/1998,,SVI,10,Tsusiat Falls,48.684,-124.9176667,2,3,,PG,3,25A-29A,,,,
192,NMML,N,1998,8,8/25/1998,,SVI,10,W. Carmanah ,48.61716667,-124.7833333,2,3,,PG,10,"03,04",,,,
192,NMML,,1997,9,9/2/1997,15:57,NWA,6,0,48.15033333,-124.7506667,,,,PJG,11,1-7,,,,
192,NMML,,2006,8,8/24/2006,15:10,NWA,6,Western SJF,48.3028,-124.6906,2,,1,Pat Gearin,2006NB-Aug24,63-82,DSC_0065,,DSC_0064,
192,NMML,,2006,8,8/24/2006,16:02,NWA,6,Western SJF,48.3381,-124.6978,1,,,Pat Gearin,2006NB-Aug24,83-91,DSC_0083,,,
192,NMML,,2008,8,8/13/2008,9:56,NWA,6,"Greenbank, NWC",48.3575,-124.7191,2,2,2,Merrill Gosho,2008NB-Er-Aug13MG-CF1,34-95,DSC_0063,DSC_0094,DSC_0065,
192,MAKAH-NMML,,2009,4,4/29/2009,12:26,NWA,6,,48.1615,-124.7856,2,2,2,JS,,20090429_101-20090429_248,MAKAH-NMML-20090429-MG-DSC_0071.jpg,MAKAH-NMML-20090429-JS-DSC_0143.jpg,MAKAH-NMML-20090429-MG-DSC_0072.jpg,
192,MAKAH-NMML,,2009,7,7/1/2009,9:02,SJF,7,Koitlah,48.3936,-124.6486,2,2,,Seraphina Peters,D70,20090701-D70_43-20090701-D70_86,MAKAH-NMML-20090701-SP-DSC_0073.jpg,MAKAH-NMML-20090701-SP-DSC_0084.jpg,,
192,MAKAH-NMML,,2009,7,7/1/2009,11:20,SJF,7,Koitlah,48.3846,-124.6288,,2,,Seraphina Peters,D70,20090701-D70_87-20090701-D70_125,,MAKAH-NMML-20090701-SP-DSC_0108.jpg,,
192,NMML,,2014,10,10/24/2014,10:11,SJF,7,Midway,48.3936,-124.654,1,1,3,Merrill Gosho,NMML/20141024,70-112,NMML-20141024-DSC_0084.jpg,NMML-20141024-DSC_0111a.jpg,NMML-20141024-DSC_0086.jpg,
193,NMML,,2002,9,9/7/2002,,SVI,10,"Barkley Sound, off Starlight Reef",48.895,-125.4686667,2,,,PJG,3,1-10,,,,
196,NMML,,2002,7,7/17/2002,,SOR,3,"Port Orford Reef, off long Br. Rk",42.8,-124.5833333,2,1,,PJG,2,1-15,,,,
196,NMML,,2006,8,8/22/2006,12:10,NWA,6,Neah Bay,48.3381,-124.6978,2,,,Pat Gearin,2006NB-Aug22,01-10,DSC_0010,,,
196,NMML,,2006,8,8/24/2006,16:18,NWA,6,Western SJF,48.3526,-124.713,1,1,,Pat Gearin,2006NB-Aug24,92-101,DSC_0101,DSC_0096,,
196,NMML,,2006,8,8/22/2006,17:07,NWA,6,Makah Bay,48.3183,-124.6711,1,,,Pat Gearin,Gearin-Aug2006-Er_Makah Bay,DSC_003,DSC_0010,,,
196,NMML,,2007,8,8/14/2007,11:50,NWA,6,Neah Bay,48.3101,-124.6918,1,1,2,Merrill Gosho,2007NB-Aug14MG,34-89,DSC_0068,DSC_0088,DSC_0061,
196,NMML,,2007,8,8/29/2007,10:04,NWA,6,Off Portage Head,48.297,-124.7013,1,1,1,Merrill Gosho,2007NB-Aug29MG,7-54,DSC_0051,DSC_0016,DSC_0044,
196,MAKAH-NMML,,2010,7,7/29/2010,11:44,NWA,6,East Bodelteh,48.1776,-124.7515,1,2,,Jonathan Scordino,D70,20100729_D70_278_20100729_D70_338,MAKAH-NMML-JS-20100729-DSC_0332.jpg,MAKAH-NMML-JS-20100729-DSC_0289.jpg,,
196,MAKAH-NMML,,2010,8,8/5/2010,11:41,NWA,6,Anderson Point,48.2993,-124.7351,2,2,,Michael Murner,D70,20100805_D70_22_20100805_D70_46,MAKAH-NMML-MM-20100805-DSC_0027.jpg,MAKAH-NMML-MM-20100805-DSC_0038.jpg,,
196,MAKAH-NMML,,2010,8,8/11/2010,19:35,NWA,6,"Anderson, Makah Bay",48.319,-124.6813,2,1,,Jonathan Scordino,D70,20100811_D70_331_20100811_D70_361,MAKAH-NMML-JS-20100811-DSC_0338.jpg,MAKAH-NMML-JS-20100811-DSC_0356.jpg,,
196,NMML,,2009,8,8/18/2009,13:45,NWA,6,WA Outer Coast,48.174,-124.7666,1,2,2,Merrill Gosho,2009-08-18NB-Er-MG,70-89,NMML-20090818-MG-0071.jpg,NMML-20090818-MG-0087.jpg,NMML-20090818-MG-0076.jpg,
196,MAKAH-NMML,,2012,8,8/1/2012,11:16,NWA,6,WA Outer Coast,48.2936,-124.694,1,1,,Jonathan Scordino,D70,20120801_D70_1588_20120801_D70_1666,20120801_D70_1615.jpg,20120801_D70_1595.jpg,,Very skinny!
204,NMML,,2000,7,7/18/2000,11:40,NWA,6,Skagway,48.36616667,-124.7223333,1,1,,MG,11,1-14,,,,
204,NMML,,2000,9,9/23/2000,,SVI,10,"Darling River, 1 mi E of ",48.70083333,-125.0333333,1,,,PJG,7,15-22,,,,
204,NMML,,2005,8,8/26/2005,17:23,NWA,6,Portage Head,48.29166667,-124.6916667,1,1,,RSJ,2005WA-ER-08-26,33-36,,,,
204,MAKAH-NMML,,2010,7,7/29/2010,11:44,NWA,6,East Bodelteh,48.1776,-124.7515,1,1,,Jonathan Scordino,D70,20100729_D70_278_20100729_D70_338,MAKAH-NMML-JS-20100729-DSC_0310.jpg,MAKAH-NMML-JS-20100729-DSC_0323.jpg,,
204,MAKAH-NMML,,2010,8,8/5/2010,13:34,NWA,6,Guano,48.181,-124.7421,1,1,,Jonathan Scordino,D70,20100805_D70_65_20100805_D70_74,MAKAH-NMML-MG-20100805-DSC_0093.jpg,MAKAH-NMML-MG-20100805-DSC_0100.jpg,,
204,MAKAH-NMML,,2010,8,8/11/2010,19:35,NWA,6,"Anderson, Makah Bay",48.319,-124.6813,1,2,,Jonathan Scordino,D70,20100811_D70_331_20100811_D70_361,MAKAH-NMML-JS-20100811-DSC_0349.jpg,MAKAH-NMML-JS-20100811-DSC_0358.jpg,,
204,MAKAH-NMML,,2010,8,8/11/2010,12:21,NWA,6,Near Guano,48.185,-124.727,,1,,Jeff Harris,NOAA,20100811_145_20100811_147,,MAKAH-NMML-JS-20100811-DSC_0145.jpg,,
204,MAKAH-NMML,,2010,9,9/1/2010,13:05,NWA,6,Strait of Juan de Fuca,48.3018,-124.6915,2,,,Jonathan Scordino,D70,448-450,MAKAH-NMML-JS-20100901-DSC_0449.jpg,,,
204,MAKAH-NMML,,2010,9,9/2/2010,11:08,NWA,6,Strawberry Rock,48.309,-124.6883,2,,,Jeff Harris,2010 Working/ NMML 2010 Er,3930-3931,MAKAH-NMML-JH-20100902-IMG_3930a.jpg,,,Quasimoto
204,MAKAH-NMML,,2010,9,9/14/2010,10:36,NWA,6,Makah Bay,48.3108,-124.6886,,2,,Jonathan Scordino,D70,20100914_D70_19_20100914_D70_21,,MAKAH-NMML-JS-20100914-DSC_0021.jpg,,
204,MAKAH-NMML,,2010,9,9/15/2010,11:36,NWA,6,Father and Son,48.2265,-124.7105,,2,,Jonathan Scordino,D70,20100915_D70_20_20100915_D70_21,,MAKAH-NMML-JS-20100915-DSC_0021.jpg,,Feeding
204,NMML,,2009,6,6/17/2009,13:58,NWA,6,WA Outer Coast,48.1676,-124.755,1,1,,Pat Gearin,2009-06-17-PJG,189-226,NMML-20090617-MG-0045.jpg,NMML-20090617-MG-0052.jpg,,
204,NMML,,2009,8,8/18/2009,13:36,NWA,6,WA Outer Coast,48.1741,-124.765,2,2,,Merrill Gosho,2009-08-18NB-Er-MG,58-69,NMML-20090818-MG-0061.jpg,NMML-20090818-MG-0068.jpg,,
204,MAKAH-NMML,,2011,6,6/16/2011,10:07,NWA,6,,48.2988,-124.6921,,2,,Adrianne Akmajian,D70,20110616_D70_1971_20110616_D70_1975,,20110616_D70_1974.jpg,,
204,NMML,,2011,6,6/28/2011,9:53,NWA,6,,48.2948,-124.69,1,,,Merrill Gosho,2011-June-28-Er-NB-PJG,518-522,,,,
204,MAKAH-NMML,,2011,6,6/29/2011,13:54,NWA,6,,48.1396,-124.728,2,2,2,Adrianne Akmajian,D70s,20110629_D70s_1251_20110629_D70s_1276,,20110629_D70s_1269.jpg,20110629_D70s_1253.jpg,
204,MAKAH-NMML,,2012,7,7/18/2012,9:45,NWA,6,Wa'atch/Greenbank,48.339,-124.7021,1,1,,Intern Courtney Winck,D70s,20120718_D70s_2513_20120718_D70s_2530,20120718_D70s_2521.jpg,20120718_D70s_2526.jpg,,
204,NMML,,2013,8,8/2/2013,17:09,NWA,6,South of Green Bank,48.3415,-124.7023,1,1,,Pat Gearin,2013-8-2-ER-NEAH BAY-PJG,43-86,20130802-NMML-0048.jpg,20130802-NMML-0079.jpg,,
204,MAKAH-NMML,,2013,8,8/7/2013,16:54,NWA,6,Makah Bay,48.3286,-124.6835,1,1,,Adrianne Akmajian,D200,20130807_D200_5949-20130807_D200_6081,20130807_D200_6056.jpg,20130807_D200_5978.jpg,,
205,NMML,,2001,8,8/30/2001,,NWA,6,"Ozette Is, S",48.15,-124.75,1,,,,3,6-15,,,,
205,NMML,,2001,8,8/30/2001,,NWA,6,"Ozette Is, N",48.16666667,-124.75,,1,,,3,16-25,,,,
205,NMML,,2001,9,9/6/2001,,NWA,6,Portage Hd,48.28333333,-124.6841667,1,,,MG,30,23-36,,,,
205,NMML,,2000,9,9/18/2000,,NWA,6,Portage Head,48.28416667,-124.7,3,1,,PJG,3,1a-10a,,,,
205,NMML,,1999,8,8/28/1999,,NWA,6,WAATCH POINT,48.31666667,-124.6833333,3,3,,PJG,8,20-21,,,,Added late
205,NMML,,1999,8,8/29/1999,,NWA,6,"GREEN BANK/WAATCH PT., IN 35'-57' WATER",48.34066667,-124.7071667,2,1,,MG,29,23-38,,,,Added late
205,NMML,,1999,9,9/28/1999,,NWA,6,"GUANO ROCK, IN 52' WATER",48.17916667,-124.751,3,,,MG,29,29-31,,,,Added late
205,NMML,,1999,9,9/28/1999,,NWA,6,GUANO ROCK,48.1795,-124.7493333,,1,,MG,"29,30","32-END,01-02",,,,Added late
205,NMML,,1999,10,10/18/1999,,NWA,6,1 MI. N WHITE ROCK,48.11666667,-124.7166667,2,2,,PJG,14,02-10,,,,Added late
205,NMML,,1999,11,11/2/1999,,NWA,6,NORTH WHITE RK,48.11666667,-124.7166667,2,2,,PJG,14,16-19,,,,Added late
205,NMML,,1997,8,8/1/1997,14:44,NWA,6,0,48.38366667,-124.7175,,,,MG,11,1-1,,,,
205,NMML,,1997,8,8/2/1997,15:39,NWA,6,0,48.384,-124.7175,,,,MG,"11,",21-,,,,
205,NMML,,1997,8,8/3/1997,9:47,SJF,7,0,48.36666667,-124.6173333,,,,MG,12,24-,,,,
205,NMML,,1997,8,8/4/1997,14:50,SJF,7,0,48.38416667,-124.6836667,,,,MG,15,1-2,,,,
205,NMML,,1997,8,8/17/1997,10:37,SJF,7,0,48.38416667,-124.7015,,,,MG,15,6-1,,,,
205,NMML,,1997,9,9/6/1997,16:32,SJF,7,0,48.38416667,-124.6835,,,,MG,22,7-1,,,,
205,NMML,,1997,9,9/7/1997,10:02,SJF,7,0,48.38416667,-124.684,,,,MG,22,13-,,,,
205,NMML,,1997,9,9/2/1997,13:35,SJF,7,0,48.38433333,-124.701,,,,KMH,3,8-1,,,,
205,NMML,,1997,9,9/5/1997,17:50,SJF,7,0,48.38433333,-124.7013333,,,,PJG,12,1A-,,,,
205,NMML,PJG,2003,7,7/26/2003,,NWA,6,Makah Bay,48.3255,-124.6838333,,2,,PJG,2,32-36,,,,Bumped boat to be petted
205,NMML,PJG,2003,7,7/26/2003,12:10,NWA,6,Makah Bay,48.3255,-124.6838333,,1,,PJG,3,1a-10a,,,,
205,NMML,PJG,2003,7,7/28/2003,,NWA,6,Makah Bay-SE Waatch Pt.,48.33916667,-124.7036667,1,1,,PJG,3,23a-32a,,,,white B-ball
205,NMML,PJG,2003,8,8/21/2003,14:18,NWA,6,"Skagway, South",48.36183333,-124.7171667,1,2,,PJG,6,15-27,,,,friendly
205,NMML,,2008,10,10/30/2008,3:23,SJF,7,Midway,48.3943,-124.6543,2,2,,Merrill Gosho,EROct_PJG/10-30-2008,52-60,DSC_0060,DSC_0058,,
205,NMML,,2008,9,9/3/2008,,SJF,7,Outside NB Jetty,48.38333,-124.61667,2,2,,,,,20090903-MG-0003,"20090903-MG-0004, 28, 34",,
205,MAKAH-NMML,,2009,9,9/30/2009,10:31,SJF,7,Chilbadehl,48.3933,-124.6853,2,2,1,Matthew Gosho,D70,20090930-D70_14-20090930-D70_32,MAKAH-NMML-MG-20090930-DSC_0021.jpg,MAKAH-NMML-MG-20090930-DSC_0026.jpg,,
205,MAKAH-NMML,,2009,9,9/2/2009,10:07,NWA,6,Skagway,48.3676,-124.7338,2,2,,Jonathan Scordino,D70,20090902-D70_38-20090902-D70_69,MAKAH-NMML-JS-20090902-DSC_0067.jpg,MAKAH-NMML-JS-20090902-DSC_0052.jpg,,
205,NMML,,2009,8,8/18/2009,11:10,NWA,6,WA Outer Coast,48.2968,-124.6923,2,,,Merrill Gosho,2009-08-18NB-Er-MG,38-47,NMML-20090818-MG-0041.jpg,,,
206,NMML,PJG,2003,10,10/26/2003,12:15,NCA,2,"Castle rk., 1/2 mi south of",41.7635,-124.2678333,1,,,PJG,10,1-25,,,,
206,NMML,,2012,8,8/28/2012,13:16,SOR,3,Cape Blanco,42.8223,-124.5886,1,2,,Merrill Gosho,20120828-NMML-MG-,0023-0088,20120828-NMML-MG-0035.jpg,20120828-NMML-MG-0043.jpg,,Injury on R anterior?
206,NMML,,2014,6,6/24/2014,15:21,SOR,3, off Blanco Rocks,42.8241,-124.5843,2,,,Pat Gearin,NMML/20140624,242-260,NMML-20140624-DSC__0260.jpg,,,
209,NMML,N,1998,7,7/22/1998,,NWA,6,Greenbank,48.35,-124.7,2,2,,MG,3,07A-17A,CRC-ER-0209LM.jpg,,,
